电影详情链接,图片链接,影片中文名,影片外国名,评分,评价数,概况,相关信息
https://movie.douban.com/subject/1291544/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg,哈利·波特与阿兹卡班的囚徒,  Harry Potter and the Prisoner of Azkaban,8.9,762006,不一样的导演，不一样的哈利·波特,导演: Alfonso Cuarón   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe  Emma...2004  英国 美国  奇幻 冒险
https://movie.douban.com/subject/1292656/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg,心灵捕手,  Good Will Hunting,8.9,737963,人生中应该拥有这样的一段豁然开朗,导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon  罗宾·...1997  美国  剧情
https://movie.douban.com/subject/5322596/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,超脱,  Detachment,9.0,629090,穷尽一生，我们要学会的，不过是彼此拥抱,导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody  马西...2011  美国  剧情
https://movie.douban.com/subject/1291832/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg,低俗小说,  Pulp Fiction,8.9,859902,故事的高级讲法,导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 约翰·特拉沃尔塔 John Tra...1994  美国  剧情 喜剧 犯罪
https://movie.douban.com/subject/3442220/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559579779.jpg,海豚湾,  The Cove,9.3,363205,海豚的微笑，是世界上最高明的伪装,导演: 路易·西霍尤斯 Louie Psihoyos   主演: 路易·西霍尤斯 Louie Psihoyo...2009  美国  纪录片
https://movie.douban.com/subject/1294371/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.jpg,摩登时代,  Modern Times,9.3,311606,大时代中的人生，小人物的悲喜,导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...1936  美国  剧情 喜剧 爱情
https://movie.douban.com/subject/1292679/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg,春光乍泄,  春光乍洩,9.0,650568,爱情纠缠，男女一致,导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung  梁朝伟 Tony Leu...1997  中国香港 日本 韩国  剧情 爱情 同性
https://movie.douban.com/subject/1292262/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg,美国往事,  Once Upon a Time in America,9.2,423798,往事如烟，无处祭奠,导演: 赛尔乔·莱翁内 Sergio Leone   主演: 罗伯特·德尼罗 Robert De Niro ...1984  美国 意大利  犯罪 剧情
https://movie.douban.com/subject/1302425/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.jpg,喜剧之王,  喜劇之王,8.8,996666,我是一个演员,导演: 周星驰 Stephen Chow  李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...1999  中国香港  喜剧 剧情 爱情
https://movie.douban.com/subject/1297192/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558364386.jpg,致命ID,  Identity,8.9,852227,最不可能的那个人永远是最可能的,导演: 詹姆斯·曼高德 James Mangold   主演: 约翰·库萨克 John Cusack  雷...2003  美国  剧情 悬疑 惊悚
https://movie.douban.com/subject/1300299/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1633113220.jpg,杀人回忆,  살인의 추억,8.9,741342,关于连环杀人悬案的集体回忆,导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song  金相庆 Sang-kyun...2003  韩国  剧情 动作 犯罪 悬疑 惊悚
https://movie.douban.com/subject/1865703/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456825720.jpg,红辣椒,  パプリカ,9.1,485756,梦的勾结,导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara  江守彻 Toru...2006  日本  动画 悬疑 科幻 惊悚
https://movie.douban.com/subject/1292223/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219586434.jpg,七宗罪,  Se7en,8.8,965907,警察抓小偷，老鼠玩死猫,导演: 大卫·芬奇 David Fincher   主演: 摩根·弗里曼 Morgan Freeman  布...1995  美国  剧情 犯罪 悬疑 惊悚
https://movie.douban.com/subject/1296996/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg,哈利·波特与密室,  Harry Potter and the Chamber of Secrets,8.9,789193,魔法的密室之门已打开...,导演: Chris Columbus   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe  艾玛...2002  英国 美国  奇幻 冒险
https://movie.douban.com/subject/1298070/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,加勒比海盗,  Pirates of the Caribbean: The Curse of the Black Pearl,8.8,884305,约翰尼·德普的独角戏,导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp  ...2003  美国  动作 冒险 奇幻
https://movie.douban.com/subject/1292434/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,一一, ,9.1,413187,我们都曾经是一一,导演: 杨德昌 Edward Yang   主演: 吴念真  李凯莉 Kelly Lee  金燕玲 Elai...2000  中国台湾 日本  剧情 爱情 家庭
https://movie.douban.com/subject/6985810/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,狩猎,  Jagten,9.1,406900,人言可畏,导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...2012  丹麦 瑞典  剧情
https://movie.douban.com/subject/1306249/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg,唐伯虎点秋香,  唐伯虎點秋香,8.7,1111893,华太师是黄霑，吴镇宇四大才子之一,导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow  巩俐 Li Gong  陈...1993  中国香港  喜剧 爱情 古装
https://movie.douban.com/subject/10777687/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,7号房的礼物,  7번방의 선물,8.9,572433,《我是山姆》的《美丽人生》,导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo  朴信惠 Shi...2013  韩国  剧情 喜剧 家庭
https://movie.douban.com/subject/1787291/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg,被嫌弃的松子的一生,  嫌われ松子の一生,8.9,719528,以戏谑来戏谑戏谑,导演: 中岛哲也 Tetsuya Nakashima   主演: 中谷美纪 Miki Nakatani  瑛太 E...2006  日本  剧情 歌舞
https://movie.douban.com/subject/3395373/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,蝙蝠侠：黑暗骑士崛起,  The Dark Knight Rises,8.9,743957,诺兰就是保证,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...2012  美国 英国  剧情 动作 科幻 犯罪 惊悚
https://movie.douban.com/subject/26799731/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,请以你的名字呼唤我,  Call Me by Your Name,8.8,744072,沉醉在电影的情感和视听氛围中无法自拔,导演: 卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer  ...2017  意大利 法国 巴西 美国  剧情 爱情 同性
https://movie.douban.com/subject/1296339/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg,爱在黎明破晓前,  Before Sunrise,8.8,707958,缘分是个连绵词，最美不过一瞬,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...1995  美国 奥地利 瑞士  剧情 爱情
https://movie.douban.com/subject/1418834/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2604889017.jpg,断背山,  Brokeback Mountain,8.8,722714,每个人心中都有一座断背山,导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger  杰克·吉伦哈尔 Jake...2005  美国 加拿大  剧情 爱情 同性 家庭
https://movie.douban.com/subject/1292370/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg,剪刀手爱德华,  Edward Scissorhands,8.7,1056415,浪漫忧郁的成人童话,导演: 蒂姆·波顿 Tim Burton   主演: 约翰尼·德普 Johnny Depp  薇诺娜·...1990  美国  剧情 奇幻 爱情
https://movie.douban.com/subject/2149806/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2707581855.jpg,入殓师,  おくりびと,8.9,685647,死可能是一道门，逝去并不是终结，而是超越，走向下一程,导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki  ...2008  日本  剧情
https://movie.douban.com/subject/1297630/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg,第六感,  The Sixth Sense,8.9,572914,深入内心的恐怖，出人意料的结局,导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...1999  美国  剧情 悬疑 惊悚
https://movie.douban.com/subject/1291999/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg,重庆森林,  重慶森林,8.8,836930,寂寞没有期限,导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin  金城武 Takeshi K...1994  中国香港  剧情 爱情
https://movie.douban.com/subject/11026735/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg,超能陆战队,  Big Hero 6,8.7,1045314,Balalala~~~,导演: 唐·霍尔 Don Hall  克里斯·威廉姆斯 Chris Williams   主演: 斯科特...2014  美国  喜剧 动作 科幻 动画 冒险
https://movie.douban.com/subject/1305164/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.jpg,甜蜜蜜, ,8.9,579023,相逢只要一瞬间，等待却像是一辈子,导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai  张曼玉 Maggie Cheung  ...1996  中国香港  剧情 爱情
https://movie.douban.com/subject/1294639/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.jpg,勇敢的心,  Braveheart,8.9,568744,史诗大片的典范,导演: 梅尔·吉布森 Mel Gibson   主演: 梅尔·吉布森 Mel Gibson  苏菲·玛...1995  美国  动作 传记 剧情 历史 战争
https://movie.douban.com/subject/1297359/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg,幽灵公主,  もののけ姫,8.9,538395,人与自然的战争史诗,导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda  石田百合...1997  日本  动画 奇幻 冒险
https://movie.douban.com/subject/1291990/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561542458.jpg,爱在日落黄昏时,  Before Sunset,8.9,581543,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...2004  美国 法国  剧情 爱情
https://movie.douban.com/subject/1293359/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2620392435.jpg,菊次郎的夏天,  菊次郎の夏,8.9,612444,从没见过那么流氓的温柔，从没见过那么温柔的流氓,导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano  关口雄介 Yus...1999  日本  剧情 喜剧
https://movie.douban.com/subject/27010768/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg,寄生虫,  기생충,8.8,1409611, ,导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song  李善均 Seon-gyun...2019  韩国  剧情
https://movie.douban.com/subject/4202302/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,借东西的小人阿莉埃蒂,  借りぐらしのアリエッティ,8.9,569948,曾经的那段美好会沉淀为一辈子的记忆,导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida  神木...2010  日本  动画 奇幻 冒险
https://movie.douban.com/subject/21318488/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,消失的爱人,  Gone Girl,8.7,984010,年度最佳date movie,导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck  罗莎蒙...2014  美国  剧情 犯罪 悬疑 惊悚
https://movie.douban.com/subject/1291875/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg,阳光灿烂的日子, ,8.8,630258,一场华丽的意淫,导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia  宁静 Jing Ning  陶虹 Hong Tao1994  中国大陆 中国香港  剧情 爱情
https://movie.douban.com/subject/1292337/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,无人知晓,  誰も知らない,9.1,330933,我的平常生活就是他人的幸福,导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira  北浦爱...2004  日本  剧情
https://movie.douban.com/subject/1300992/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg,完美的世界,  A Perfect World,9.1,324957,坏人的好总是比好人的好来得更感人,导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...1993  美国  剧情 犯罪
https://movie.douban.com/subject/1292215/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg,天使爱美丽,  Le fabuleux destin d'Amélie Poulain,8.7,969241,法式小清新 ,导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau...2001  法国 德国  剧情 喜剧 爱情
https://movie.douban.com/subject/1297447/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,倩女幽魂, ,8.8,756661,两张绝世的脸 ,导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung  王祖贤 Joey W...1987  中国香港  爱情 奇幻 武侠 古装
https://movie.douban.com/subject/25814705/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg,小森林 夏秋篇,  リトル・フォレスト 夏・秋,9.0,435839,那些静得只能听见呼吸的日子里，你明白孤独即生活,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto  三浦贵大 Takahir...2014  日本  剧情
https://movie.douban.com/subject/10577869/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,时空恋旅人,  About Time,8.8,700492,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福,导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...2013  英国  喜剧 爱情 奇幻
https://movie.douban.com/subject/1395091/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,未麻的部屋,  Perfect Blue,9.1,353911,好的剧本是，就算你猜到了结局也猜不到全部,导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao  松本梨香 Rica Matsu...1997  日本  动画 奇幻 惊悚
https://movie.douban.com/subject/1309055/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg,哈利·波特与火焰杯,  Harry Potter and the Goblet of Fire,8.8,688826, ,导演: 迈克·内威尔 Mike Newell   主演: 丹尼尔·雷德克里夫 Daniel Radclif...2005  英国 美国  悬疑 奇幻 冒险
https://movie.douban.com/subject/1297052/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,侧耳倾听,  耳をすませば,8.9,475943,少女情怀总是诗,导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna  小林桂树 K...1995  日本  剧情 爱情 动画
https://movie.douban.com/subject/2353023/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg,驯龙高手,  How to Train Your Dragon,8.8,777502,和谐的生活离不开摸头与被摸头,导演: 迪恩·德布洛斯 Dean DeBlois  克里斯·桑德斯 Chris Sanders   主演:...2010  美国  动画 奇幻 冒险
https://movie.douban.com/subject/1292274/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg,幸福终点站,  The Terminal,8.8,588139,有时候幸福需要等一等 ,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...2004  美国  喜剧 剧情 爱情
https://movie.douban.com/subject/26628357/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,一个叫欧维的男人决定去死,  En man som heter Ove,8.9,502269,惠及一生的美丽,导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...2015  瑞典  剧情
https://movie.douban.com/subject/25814707/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2618201652.jpg,小森林 冬春篇,  リトル・フォレスト 冬・春,9.0,388505,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto  三浦贵大 Takahir...2015  日本  剧情
https://movie.douban.com/subject/1291579/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,怪兽电力公司,"  Monsters, Inc.",8.8,696018,不要给它起名字，起了名字就有感情了,导演: 彼特·道格特 Pete Docter  大卫·斯沃曼 David Silverman   主演: 约...2001  美国  儿童 喜剧 动画 奇幻 冒险
https://movie.douban.com/subject/1294240/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,教父3,  The Godfather: Part III,9.0,386825,任何信念的力量，都无法改变命运,导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...1990  美国  剧情 犯罪
https://movie.douban.com/subject/1858711/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,玩具总动员3,  Toy Story 3,8.9,535452,跨度十五年的欢乐与泪水,导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks  蒂姆·艾...2010  美国  喜剧 动画 奇幻 冒险
https://movie.douban.com/subject/1418200/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg,傲慢与偏见,  Pride &amp; Prejudice,8.7,827429,爱是摈弃傲慢与偏见之后的曙光,导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley  马修·...2005  法国 英国 美国  剧情 爱情
https://movie.douban.com/subject/10437779/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg,新世界,  신세계,8.9,456875,要做就做得狠一点，这样才能活下去,导演: 朴勋政 Hoon-jung Park   主演: 李政宰 Jung-Jae Lee  崔岷植 Min-sik...2013  韩国  剧情 犯罪
https://movie.douban.com/subject/5989818/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg,萤火之森,  蛍火の杜へ,8.9,555888,触不到的恋人,导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura  内山昂辉 K...2011  日本  剧情 爱情 动画 奇幻
https://movie.douban.com/subject/1461403/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528965424.jpg,茶馆, ,9.6,159347, ,导演: 谢添 Tian Xie   主演: 于是之 Shizhi Yu  郑榕 Rong Zhen  蓝天野 T...1982(中国大陆)  中国大陆  剧情 历史
https://movie.douban.com/subject/6307447/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg,被解救的姜戈,  Django Unchained,8.8,626754,热血沸腾，那个低俗、性感的无耻混蛋又来了,导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx ...2012  美国  剧情 动作 西部 冒险
https://movie.douban.com/subject/25986180/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg,釜山行,  부산행,8.6,1232918,揭露人性的丧尸题材力作,导演: 延尚昊 Sang-ho Yeon   主演: 孔侑 Yoo Gong  郑有美 Yu-mi Jung  马...2016  韩国  动作 惊悚 灾难
https://movie.douban.com/subject/3287562/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,神偷奶爸,  Despicable Me,8.7,969373,Mr. I Don't Care其实也有Care的时候,导演: 皮艾尔·柯芬 Pierre Coffin  克里斯·雷纳德 Chris Renaud   主演: ...2010  美国 法国  喜剧 动画 冒险
https://movie.douban.com/subject/4268598/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,告白, ,8.8,686758,没有一人完全善，也没有一人完全恶,导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu  冈田将生 ...2010  日本  剧情 悬疑
https://movie.douban.com/subject/1307315/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.jpg,哪吒闹海, ,9.2,268129,想你时你在闹海,导演: 王树忱 Shuchen Wang  严定宪 Dingxian Yan   主演: 梁正晖 Zhenghui ...1979  中国大陆  冒险 动画 奇幻
https://movie.douban.com/subject/3072124/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p488255145.jpg,玛丽和马克思,  Mary and Max,9.0,428751,你是我最好的朋友，你是我唯一的朋友 ,导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette  菲利...2009  澳大利亚 美国  剧情 喜剧 动画
https://movie.douban.com/subject/1828115/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg,色，戒, ,8.7,844779,假戏真情，爱欲深海,导演: 李安 Ang Lee   主演: 梁朝伟 Tony Leung Chiu Wai  汤唯 Wei Tang  ...2007  中国台湾 中国大陆 美国 中国香港  剧情 爱情 情色
https://movie.douban.com/subject/1297518/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg,九品芝麻官, ,8.7,705634, ,导演: 王晶 Jing Wong   主演: 周星驰 Stephen Chow  吴孟达 Man Tat Ng  ...1994  中国香港 中国大陆  剧情 喜剧 古装
https://movie.douban.com/subject/1291545/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,大鱼,  Big Fish,8.8,582136,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的,导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor  阿...2003  美国  剧情 家庭 奇幻 冒险
https://movie.douban.com/subject/1303037/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,喜宴,  囍宴,9.0,377273,中国家庭的喜怒哀乐忍,导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao  归亚蕾 Ya-lei Kuei  郎...1993  中国台湾 美国  剧情 喜剧 爱情 同性 家庭
https://movie.douban.com/subject/10463953/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,模仿游戏,  The Imitation Game,8.8,665300,他给机器起名“克里斯托弗”，因为这是他初恋的名字,导演: 莫滕·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...2014  英国 美国  剧情 传记 战争 同性
https://movie.douban.com/subject/4920389/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg,头号玩家,  Ready Player One,8.6,1400586,写给影迷，动漫迷和游戏迷的一封情书,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri...2018  美国  动作 科幻 冒险
https://movie.douban.com/subject/1291557/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,花样年华,  花樣年華,8.8,632289,偷情本没有这样美,导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai  张曼玉 Ma...2000  中国香港  剧情 爱情
https://movie.douban.com/subject/1316510/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2609063922.jpg,射雕英雄传之东成西就,  射鵰英雄傳之東成西就,8.7,656204,百看不厌 ,导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai  林青霞 Bri...1993  中国香港  喜剧 奇幻 武侠 古装
https://movie.douban.com/subject/10533913/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2231021196.jpg,头脑特工队,  Inside Out,8.8,638300,愿我们都不用长大，每一座城堡都能永远存在,导演: 彼特·道格特 Pete Docter  罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &amp;nb...2015  美国  喜剧 动画 冒险
https://movie.douban.com/subject/1306861/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,我是山姆,  I Am Sam,9.0,347250,爱并不需要智商 ,导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn  Dakota Fanning  Mi...2001  美国  剧情 家庭
https://movie.douban.com/subject/4917726/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,阳光姐妹淘,  써니,8.8,600578,再多各自牛逼的时光，也比不上一起傻逼的岁月 ,导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim  闵孝琳 Hy...2011  韩国  剧情 喜剧
https://movie.douban.com/subject/1295399/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg,七武士,  七人の侍,9.3,204805,时代悲歌,导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune  志村乔 ...1954  日本  动作 冒险 剧情
https://movie.douban.com/subject/26325320/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,血战钢锯岭,  Hacksaw Ridge,8.7,799787,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争,导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield ...2016  澳大利亚 美国  剧情 传记 历史 战争
https://movie.douban.com/subject/21360417/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg,恐怖直播,  더 테러 라이브,8.7,670282,恐怖分子的“秋菊打官司”,导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha  李璟荣 Kyeong-y...2013  韩国  剧情 犯罪 悬疑
https://movie.douban.com/subject/1293181/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,惊魂记,  Psycho,9.0,308262,故事的反转与反转，分裂电影的始祖,导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho...1960  美国  悬疑 惊悚 恐怖
https://movie.douban.com/subject/1302467/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,黑客帝国3：矩阵革命,  The Matrix Revolutions,8.8,458074,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范,导演: 拉娜·沃卓斯基 Lana Wachowski  莉莉·沃卓斯基 Lilly Wachowski   ...2003  美国  动作 科幻
https://movie.douban.com/subject/26683290/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,你的名字。,  君の名は。,8.5,1444992,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”,导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki  上...2016  日本  剧情 爱情 动画
https://movie.douban.com/subject/26611804/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2502943384.jpg,三块广告牌,"  Three Billboards Outside Ebbing, Missouri",8.7,843361,怼天怼地，你走后，她与世界为敌,导演: 马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France...2017  英国 美国  剧情 犯罪
https://movie.douban.com/subject/1417598/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg,电锯惊魂,  Saw,8.7,552230,真相就在眼前,导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell  加利·艾...2004  美国  悬疑 惊悚 恐怖
https://movie.douban.com/subject/1793929/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,达拉斯买家俱乐部,  Dallas Buyers Club,8.8,464220,Jared Leto的腿比女人还美！,导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...2013  美国  剧情 传记 同性
